mikerlawson	flags sixflags tickets	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mirandian	admire mileycyrus india tour miley hope	0.143 0.143 0.286 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mystonedlife	weed lead ability	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
nickdire	wolf zach loner consider wolfpack alan garner lone galifianakis	0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
nico_live	start	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
pointemout	apple iphone	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
renano	business macg_og scalping destroyed ticketmaster monopoly ncaa	0.125 0.125 0.125 0.125 0.250 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
rseonline	aparece pero paulacarri ellos jaja para actos igual todo gobierno viste	0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.091	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
rtmlwise	federal challenges talkin government	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
sandrasilva2009	depois	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
seeingsound	immmm fortunecookie helpful	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
setyb	poppin things	0.333 0.667	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
thealienproject	mass worlds hysteria streets panic	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
theboomers	service email	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
traciedonahue	tomtorlakson california bankruptcy	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
twitboss	final yesterday word proper lingo recogn tweet	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
vicnordgren	cross regimen beginners start training corexsystem	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
xojordieox23	teary jordie song	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
brennanw	kathika maps google surfer yikes shark	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
drupalfreak	control manufactured population swine pandemic	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
gharmony	church stuff lots working	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
gisedu	tech hocking college urisa ohio	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
helonauta	calcinhas head secar falling garaio minhas nunca raindrops	0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
kimmerieweiss	oprah personality author authors	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
latestinfo	sales real foreclosures build estate fortune short	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
liljlo6903	today yuck raining freaking short	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
managerxing	jobs director associate manager united ridgefield posit corporate	0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
marleed	israeli carter peace tbrs foxnews hamas involvement tcot palestinian	0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
njgossip	breath invite palin hold letterman	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
partners2000	roughlyfamous changed times	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
rmlopez74	spymaster boss mafia coerced	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
ryanjgill	shooter benpolitico weekly standard tcot target	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
smeadows79	tweetmeme contest robot litter cleaning anyluckyday	0.143 0.143 0.143 0.143 0.143 0.286	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
smilerzgurl	bite prey tasty vampirebite debbiefletcher	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
ssmachado	miley lovers	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
under1roofvideo	john popeater johncleese fromtwitter cleese	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
_bodoque_	garibaldi pelicula como sentia desmadre	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
ayangdorian	mana anak kerja apaan didit_aconk	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
blakej32	game rangers hoping tonight cancelled	0.333 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
dmuse	promote initiative broadband groups joining connect microsoft advocacy teaming internetnews	0.091 0.091 0.182 0.091 0.091 0.091 0.091 0.091 0.091 0.091	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
frassdee	kanyeezy talking aint cool	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
joanarkham	brightestyoung ricola tastes oddly	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
laurensulick	plans greater	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
saramcdougall	toenails trimming public gross shouldn people things	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
tiaraswardita	rasa annamol bener tadi	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
tupslv	nezin laacz pats	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
blingy31	final summer woohoo finished test school	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
carthrottle	shots carthrottle	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
frankieflisher	simpsons watching	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
sbshsoft	tuned shaping stay working news things cool amazingly	0.111 0.111 0.111 0.111 0.111 0.222 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
cary_weston	club california buyers cetnral frequent shout gibrangraham yeah	0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
deamarige	class arnold summer going full enroll	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
eastbaynow	follow msbunni	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
jboscardin	comemorar lupucca vamos parab nnsss	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
linda_diaz	gusta pasear desayunar venme ahora todo trabajar quiero polanco	0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.200 0.100	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
prudyverzo	will happy patriotic filipinos politics philippines independence heart selfish reject tomorrow feel	0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
sirpeto	remember palin sarha	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
twistedgreeting	great cards handmade hnprashanth inexpensive	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
consolegames	dwight games spot play howard cover live station soars	0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
glenzgolfmmbr	will sherrytabb understand true earlier golfer golf better	0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
oculente	millions tech digital ready switchover news	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
tmcguire47	love time great week bbjlo anniversary seriously	0.125 0.125 0.125 0.250 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
westcoastgal88	drivers handling martysmithespn better hate race	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
cmail_breaking	sales truckies watch sparkies truckie manager marketing targets electrician	0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
earthfire	suzyqbee allow alexparr follow wonder	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
eloquinze	imma swing room	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
iammouse	putting acror front actress greatest fooled	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
lorenbaker	coming wait russia weeks	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mbpieck	accidente gabrielgovela hubo gabillo	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
realizedop	heart gonna johnnys attack jumpin lunch	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
bjr70	hilarious classic peterfacinelli	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
gabicastroalves	john lendo gostando listrado boyne pijama agora menino	0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
kylemcc899	followers till	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
whatisreal	haircut answer brother phone damn	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
zathras	pitstop scotland quick afternoon hanging	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
cannele	minimicut	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
kayisthename	true hilarious friend watching ugly life	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
khriskourtesi	shit sooner deep superstar music listening inside works hope thing	0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
miikej	house weigh aprilynheartsu base	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
victor_myganne	gogoboy tinha logico	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
jessicatangulo	sucks dude hate	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
lwlbasingstoke	hampshire hotel aldermaston library apollo venue basingstoke ladies roundabout latte	0.091 0.091 0.091 0.091 0.091 0.091 0.182 0.091 0.091 0.091	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
perrowow	tenemos todos blondes nuestros perrowow megam rubios keyboard momentos	0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
soletru	bomb smoking peppermint sniffing drinking	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
laurengoode	economy redivivus word dictionary	0.200 0.400 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
sanjeevn	missed woman crash dies flight france life	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
isabelgje	toch wachtend middernacht saus blijven nuchter wortelen durum morgenochtend pikante moet alleen vanaf voor	0.071 0.071 0.071 0.071 0.071 0.071 0.071 0.071 0.071 0.071 0.071 0.071 0.071 0.071	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
ageha_star	akiyama_mio	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
bestofsymbian	slashes anttilammi samsungs certs include imei codes	0.250 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
cholby	sighting shark	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
gabrielshaffer	bought sage enjoying pale eating early opens bundles lunch	0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
jacielpang	good sleep night text twittering	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
lavieinc	voice illionaire soul yeah	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
madampenna	finding logophobia bobbycherry lmao fear	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
ox_alex_xo	result will license boringness finally bcuz stuck work	0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
rudy2tone	interview weird coordinating camera live radio nterview kinda	0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
schulspiegel	will losquote lotto koalition rote prozent berliner	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
wow77jf	squarespace	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
_lad	traveler frugal hadas_streit	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
baltimorelocal	celeb lonely three breakup hearts	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
bigmadkev	paste akbarsait browser copy	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
draderco	list talk tour bifnaked summer promise live	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
newsdig	will wegen aber aufkl dies verweis rung lehnt fordern	0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
paulthetortoise	evernote_ru	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
aamanlamba	amphitheatre business place corporation parkway mountain principal google delaware view	0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.182 0.091 0.091	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
carloscaicedo	cinealoido este ideas genial conocido bonitas esta	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
daxyorke	working start	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
endira33	receiving straight tired record	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mcraddictal	barf lmfao hopefully gonna spaghetti travisking	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
pedroqq	chato lingua besos nica estou skills agora treinando velho	0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
surrealbrian2	business great receivd surrealchicago exposure	0.167 0.167 0.167 0.333 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mamadeg7808	stellarskarma	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mlmtrump	seating jobs june delta trimmed bloomberg kevin dufner capacity reynolds	0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
pineaf	women pics distribute fuck child distgusting swine issues clearly report abuse	0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.091 0.091	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
tiffanywan	furniture list knew neocon office exhibitor	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
adamolenchick	agree spec farming work	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
cwjohnston	congrats orcea	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
khris08	chillin sittin kids	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
meeksmc	night enjoyed organic chemistry book	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mini86	prosice crazy	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
shaylyndanae	love blackberry wonderful starbucks	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
teh_joker	talk weisswurst	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
youngshan	month will kuntri year older hate	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
b3ansss	ohhh aladdin	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
drewbdope	cleared hoodie ipod block breathe notebook	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
vanedew	emilyanne vanessam hangover	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
maritzacollazo	love cold rainy weather	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
dtrentashcraft	squarespace trent chipmunk	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
katie_poppy	taylor gonna swift count life	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
xpunkx	cache knew trash claim thebadcop long gqotd	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
annelise891	myspace	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
curtisarnold	oversight testifying merill house ofamerica richbarrington committee lewis lynch bank	0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
esp1s	lillo stage lars nwood	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
jpeter78	pathing resurrected ancient dislikes projects issue file	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
10erhome	living crunch dream green credit peterborough festival news	0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
bootcoot	starting stevebrunton hang hello	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
brandsecure	blog post release press usernames news facebook	0.143 0.143 0.143 0.143 0.143 0.143 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
cnnmx	brasile fondo actinver lanzar xico mexicano operador llega banco instituci	0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100 0.100	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
digitalspy	showbiz eastenders dream role carr reveals	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
diskette	orphelins tweets slate entend personne crier	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
divadevauk	slideshow uploaded photos slide created	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
ducgrrl	bboz snag benbostrom checkerboard plates kewl	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
egolfsolutions	kirstiealley wrong people cool	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
esbr	msfritz news	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
happyandfit	help deaf services speechless communicating relay	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
harleymawmaw	mafia level achieved	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
jessi_kinha	liahp course	0.500 0.500	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
joaocaetano	midia calculado gica pensar pixels colocado ncias segundo tend tica prancheta constru	0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
kansasbuzztap	talks slant jayhawk robinson rivals	0.167 0.333 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
liviwells	summer fuck hunting	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
logisticsxing	city jobs logistics overview conduct york united specialist	0.111 0.111 0.222 0.111 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mikelambert	will reading years system paid internet	0.167 0.167 0.167 0.167 0.167 0.167	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mr__w	spymaster assassination attempt yunie wounded	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
mviry	blog conseil saqu hadopi	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
seascapeweb	module great website mailchimp drupal integrate	0.143 0.143 0.143 0.143 0.286 0.143	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
sheryllynnteo	wishing	1.000	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
simplyandreah	digital kodak camera giveaway	0.250 0.250 0.250 0.250	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
teddelcampo	live soldiered dukeuniversity	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
therapyonline	online therapy sciencealert blues treats	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
tubaholic	black movie amateur	0.333 0.333 0.333	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
vatourismpr	markets county event gloucester market farmer thelocalaccent farmers	0.111 0.111 0.111 0.222 0.111 0.111 0.111 0.111	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
anarkiadigital	ante criminalidad desamparo policial horror	0.200 0.200 0.200 0.200 0.200	0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 0.000
